product_id,slug,issue_type,group_size,current_title,proposed_title,proposed_sku,price_toman,cost_usd,supplier_product_id,access_type,quota,duration,warranty,is_active,category,decision,title_confidence,base_slug,redirect_to,owner,status
cmty16ts8014rpbg41otbgan9,2648-adobe-all-apps-without-۲-ماهه,true-duplicate,3,Adobe All Apps without (۲ ماهه),Adobe Creative Cloud Pro (۲ ماهه) — با گارانتی,ADOBE-ACC-2M,1161000,2.8,2648,نامشخص,,۲ ماهه,با گارانتی,غیرفعال,طراحی و گرافیک,نگهداشتن (مبنا),پایین,2648-adobe-all-apps-without-۲-ماهه,,,در انتظار تأیید
cmty16tsd014tpbg4jfw4pvft,2862-adobe-all-apps-without-۲-ماهه,true-duplicate,3,Adobe All Apps without (۲ ماهه),Adobe Creative Cloud Pro (۲ ماهه) — با گارانتی,ADOBE-ACC-2M,1873000,4.52,2862,نامشخص,,۲ ماهه,با گارانتی,غیرفعال,طراحی و گرافیک,ادغام/آرشیو,پایین,2648-adobe-all-apps-without-۲-ماهه,2648-adobe-all-apps-without-۲-ماهه,,در انتظار تأیید
cmty16tsi014vpbg41v1bb8y9,3089-adobe-all-apps-without-۲-ماهه,true-duplicate,3,Adobe All Apps without (۲ ماهه),Adobe Creative Cloud Pro (۲ ماهه) — با گارانتی,ADOBE-ACC-2M,1683000,4.06,3089,نامشخص,,۲ ماهه,با گارانتی,غیرفعال,طراحی و گرافیک,ادغام/آرشیو,پایین,2648-adobe-all-apps-without-۲-ماهه,2648-adobe-all-apps-without-۲-ماهه,,در انتظار تأیید
cmty16tss014zpbg4q7ck6tyn,3039-akool-pro-day-۱-ماهه,true-duplicate,3,Akool Pro Day (۱ ماهه),— (۱ ماهه) — با گارانتی,ITEM-ACC-1M,3851000,11.15,3039,نامشخص,,۱ ماهه,با گارانتی,غیرفعال,هوش مصنوعی,ادغام/آرشیو,پایین,3079-akool-pro-day-۱-ماهه,3079-akool-pro-day-۱-ماهه,,در انتظار تأیید
cmty16tsx0151pbg4l9mzm6i2,3079-akool-pro-day-۱-ماهه,true-duplicate,3,Akool Pro Day (۱ ماهه),— (۱ ماهه) — با گارانتی,ITEM-ACC-1M,3481000,10.08,3079,نامشخص,,۱ ماهه,با گارانتی,غیرفعال,هوش مصنوعی,نگهداشتن (مبنا),پایین,3079-akool-pro-day-۱-ماهه,,,در انتظار تأیید
cmty16tt20153pbg4g4axp9cz,3164-akool-pro-day-۱-ماهه,true-duplicate,3,Akool Pro Day (۱ ماهه),— (۱ ماهه) — با گارانتی,ITEM-ACC-1M,3502000,10.14,3164,نامشخص,,۱ ماهه,با گارانتی,غیرفعال,هوش مصنوعی,ادغام/آرشیو,پایین,3079-akool-pro-day-۱-ماهه,3079-akool-pro-day-۱-ماهه,,در انتظار تأیید
cmty16tu5015hpbg46egnp5hp,2377-claude-pro-۱-روزه,misleading-title,16,Claude Pro (۱ روزه),Claude Pro API — ۱۰۰M توکن (۱ روزه) — با گارانتی,CLAUDE-API-100M-1D,2082000,5.65,2377,API/توکن,100M توکن,۱ روزه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,آرشیو (غیرفعال) + تغییر عنوان,بالا,,,,در انتظار تأیید
cmty16tub015jpbg46iy0bfgj,2378-claude-pro-۳-روزه,true-duplicate,3,Claude Pro (۳ روزه),Claude Pro API — ۱۰۰M توکن (۳ روزه) — با گارانتی,CLAUDE-API-100M-3D,2818000,7.65,2378,API/توکن,100M توکن,۳ روزه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,ادغام/آرشیو,بالا,2421-claude-pro-۳-روزه,2421-claude-pro-۳-روزه,,در انتظار تأیید
cmty16tug015lpbg4d4k4pqe9,2421-claude-pro-۳-روزه,true-duplicate,3,Claude Pro (۳ روزه),Claude Pro API — ۱۰۰M توکن (۳ روزه) — با گارانتی,CLAUDE-API-100M-3D,2969000,8.06,2421,API/توکن,100M توکن,۳ روزه,با گارانتی,فعال,ابزارهای توسعه و برنامه‌نویسی,نگهداشتن (مبنا),بالا,2421-claude-pro-۳-روزه,,,در انتظار تأیید
cmty16tul015npbg4fepd7fgv,2699-claude-pro-۳-روزه,true-duplicate,3,Claude Pro (۳ روزه),Claude Pro API — ۱۰۰M توکن (۳ روزه) — با گارانتی,CLAUDE-API-100M-3D,2969000,8.06,2699,API/توکن,100M توکن,۳ روزه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,ادغام/آرشیو,بالا,2421-claude-pro-۳-روزه,2421-claude-pro-۳-روزه,,در انتظار تأیید
cmty16tur015ppbg4znx3b709,2355-api-100m-token-codex-۱-روزه,similar-title-family,19,API 100M Token Codex (۱ روزه),Codex API — ۱۰۰M توکن (۱ روزه) — با گارانتی,CODEX-API-100M-1D,1942000,5.27,2355,API/توکن,100M توکن,۱ روزه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,آرشیو (غیرفعال) + تغییر عنوان,بالا,,,,در انتظار تأیید
cmty16tuw015rpbg4st17pvcz,2020-claude-pro-۱-روزه,true-duplicate+misleading-title,2,Claude Pro (۱ روزه),Claude Pro API — ۱۰M توکن (۱ روزه) — با گارانتی,CLAUDE-API-10M-1D,1033000,2.49,2020,API/توکن,10M توکن,۱ روزه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,ادغام/آرشیو,بالا,2375-claude-pro-۱-روزه,2375-claude-pro-۱-روزه,,در انتظار تأیید
cmty16tv1015tpbg48p9y6lnx,2376-claude-pro-۱-روزه,misleading-title,16,Claude Pro (۱ روزه),Claude Pro API — ۵۰M توکن (۱ روزه) — با گارانتی,CLAUDE-API-50M-1D,1757000,4.24,2376,API/توکن,50M توکن,۱ روزه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,آرشیو (غیرفعال) + تغییر عنوان,بالا,,,,در انتظار تأیید
cmty16tv6015vpbg44614ecwk,2354-api-50m-token-codex-۱-روزه,similar-title-family,19,API 50M Token Codex (۱ روزه),Codex API — ۵۰M توکن (۱ روزه) — با گارانتی,CODEX-API-50M-1D,1488000,3.59,2354,API/توکن,50M توکن,۱ روزه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,آرشیو (غیرفعال) + تغییر عنوان,بالا,,,,در انتظار تأیید
cmty16tvc015xpbg4mttafeaz,2814-claude-pro-۱-روزه,true-duplicate+misleading-title,3,Claude Pro (۱ روزه),Claude Pro API — ۱۰۰M توکن (۱ روزه) — با گارانتی,CLAUDE-API-100M-1D-STAN,2096000,5.69,2814,API/توکن,100M توکن,۱ روزه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,ادغام/آرشیو,بالا,3328-claude-pro-۱-روزه,3328-claude-pro-۱-روزه,,در انتظار تأیید
cmty16tvi015zpbg4yp18t7he,3265-claude-pro-۱-روزه,true-duplicate+misleading-title,3,Claude Pro (۱ روزه),Claude Pro API — ۱۰۰M توکن (۱ روزه) — با گارانتی,CLAUDE-API-100M-1D-STAN,1851000,5.02,3265,API/توکن,100M توکن,۱ روزه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,ادغام/آرشیو,بالا,3328-claude-pro-۱-روزه,3328-claude-pro-۱-روزه,,در انتظار تأیید
cmty16tvn0161pbg4zwbifhlo,3328-claude-pro-۱-روزه,true-duplicate+misleading-title,3,Claude Pro (۱ روزه),Claude Pro API — ۱۰۰M توکن (۱ روزه) — با گارانتی,CLAUDE-API-100M-1D-STAN,1849000,5.02,3328,API/توکن,100M توکن,۱ روزه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,نگهداشتن (مبنا),بالا,3328-claude-pro-۱-روزه,,,در انتظار تأیید
cmty16tvt0163pbg493b43c3w,2815-claude-pro-۱-روزه,true-duplicate+misleading-title,2,Claude Pro (۱ روزه),Claude Pro API — ۲۰۰M توکن (۱ روزه) — با گارانتی,CLAUDE-API-200M-1D-STAN,3050000,8.28,2815,API/توکن,200M توکن,۱ روزه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,ادغام/آرشیو,بالا,3329-claude-pro-۱-روزه,3329-claude-pro-۱-روزه,,در انتظار تأیید
cmty16tvz0165pbg40mhi4cbj,3329-claude-pro-۱-روزه,true-duplicate+misleading-title,2,Claude Pro (۱ روزه),Claude Pro API — ۲۰۰M توکن (۱ روزه) — با گارانتی,CLAUDE-API-200M-1D-STAN,2413000,6.55,3329,API/توکن,200M توکن,۱ روزه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,نگهداشتن (مبنا),بالا,3329-claude-pro-۱-روزه,,,در انتظار تأیید
cmty16tw40167pbg4n99rbku5,2816-claude-pro-۱-روزه,true-duplicate+misleading-title,2,Claude Pro (۱ روزه),Claude Pro API — ۳۰۰M توکن (۱ روزه) — با گارانتی,CLAUDE-API-300M-1D-STAN,3571000,10.34,2816,API/توکن,300M توکن,۱ روزه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,ادغام/آرشیو,بالا,3330-claude-pro-۱-روزه,3330-claude-pro-۱-روزه,,در انتظار تأیید
cmty16tw90169pbg4yrwgrfix,3330-claude-pro-۱-روزه,true-duplicate+misleading-title,2,Claude Pro (۱ روزه),Claude Pro API — ۳۰۰M توکن (۱ روزه) — با گارانتی,CLAUDE-API-300M-1D-STAN,2969000,8.06,3330,API/توکن,300M توکن,۱ روزه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,نگهداشتن (مبنا),بالا,3330-claude-pro-۱-روزه,,,در انتظار تأیید
cmty16twf016bpbg4g0cc6xax,3218-claude-pro-۱-روزه,true-duplicate+misleading-title,2,Claude Pro (۱ روزه),Claude Pro API — ۱۵M توکن (۱ روزه) — با گارانتی,CLAUDE-API-15M-1D-VIP,1659000,4,3218,API/توکن,15M توکن,۱ روزه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,ادغام/آرشیو,بالا,3383-claude-pro-۱-روزه,3383-claude-pro-۱-روزه,,در انتظار تأیید
cmty16two016dpbg4m5ihedqh,3383-claude-pro-۱-روزه,true-duplicate+misleading-title,2,Claude Pro (۱ روزه),Claude Pro API — ۱۵M توکن (۱ روزه) — با گارانتی,CLAUDE-API-15M-1D-VIP,1476000,3.56,3383,API/توکن,15M توکن,۱ روزه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,نگهداشتن (مبنا),بالا,3383-claude-pro-۱-روزه,,,در انتظار تأیید
cmty16tx0016fpbg4am4p312t,3219-claude-pro-۱-روزه,true-duplicate+misleading-title,2,Claude Pro (۱ روزه),Claude Pro API — ۴۰M توکن (۱ روزه) — با گارانتی,CLAUDE-API-40M-1D-VIP,2415000,6.55,3219,API/توکن,40M توکن,۱ روزه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,ادغام/آرشیو,بالا,3384-claude-pro-۱-روزه,3384-claude-pro-۱-روزه,,در انتظار تأیید
cmty16txe016hpbg4b3uoa0m7,3384-claude-pro-۱-روزه,true-duplicate+misleading-title,2,Claude Pro (۱ روزه),Claude Pro API — ۴۰M توکن (۱ روزه) — با گارانتی,CLAUDE-API-40M-1D-VIP,2240000,6.08,3384,API/توکن,40M توکن,۱ روزه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,نگهداشتن (مبنا),بالا,3384-claude-pro-۱-روزه,,,در انتظار تأیید
cmty16txk016jpbg4l0gsvxen,2404-api-deepseek-v4-flash-unlimited-tokens-۳۰-روزه,true-duplicate,2,API DeepSeek V4 Flash Unlimited Tokens (۳۰ روزه),— API (۱ ماهه) — بدون گارانتی,ITEM-API-1M-NOWAR,2605000,7.07,2404,API/توکن,,۱ ماهه,بدون گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,ادغام/آرشیو,پایین,2478-api-deepseek-v4-flash-unlimited-tokens-۳۰-روزه,2478-api-deepseek-v4-flash-unlimited-tokens-۳۰-روزه,,در انتظار تأیید
cmty16txp016lpbg4z6pmswnm,2478-api-deepseek-v4-flash-unlimited-tokens-۳۰-روزه,true-duplicate,2,API DeepSeek V4 Flash Unlimited Tokens (۳۰ روزه),— API (۱ ماهه) — بدون گارانتی,ITEM-API-1M-NOWAR,1849000,5.02,2478,API/توکن,,۱ ماهه,بدون گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,نگهداشتن (مبنا),پایین,2478-api-deepseek-v4-flash-unlimited-tokens-۳۰-روزه,,,در انتظار تأیید
cmty16tya016tpbg45g1b45j3,2126-canva-edu-pro-account-۱-ساله,similar-title-family,5,Canva Edu Pro Account (۱ ساله),Canva Pro اکانت (۱ ساله),CANVA-ACC-1M,493000,1.07,2126,اکانت,,۱ ساله,,فعال,طراحی و گرافیک,تغییر عنوان (نگهداشتن),بالا,,,,در انتظار تأیید
cmty16tyg016vpbg4passgx93,3439-canva-edu-pro-admin-panel-account-500-slots,similar-title-family,3,Canva Edu Pro Admin Panel Account – 500 Slots,Canva Pro اکانت,CANVA-ACC-M,2940000,7.98,3439,اکانت,,,,فعال,طراحی و گرافیک,بررسی دستی (عنوان),پایین,,,,نیازمند بررسی
cmty16tyl016xpbg4ep7boflv,2905-canva-panel-500-3y-nw,similar-title-family,3,Canva Panel 500 3y (NW),Canva Pro,CANVA-ACC-M,6889000,19.95,2905,نامشخص,,,,غیرفعال,طراحی و گرافیک,بررسی دستی (عنوان),پایین,,,,نیازمند بررسی
cmty16tyr016zpbg4cijwy9zm,3091-canva-pro-۳-ماهه,similar-title-family,2,Canva Pro (۳ ماهه),Canva Pro (۳ ماهه) — با گارانتی,CANVA-ACC-3M,1899000,5.15,3091,نامشخص,,۳ ماهه,با گارانتی,غیرفعال,طراحی و گرافیک,بررسی دستی (عنوان),پایین,,,,نیازمند بررسی
cmty16tz60175pbg4drnxcs1g,2918-capcut-pro-fw-1600-credit-۱-ماهه,similar-title-family,7,CapCut Pro FW 1600 credit (۱ ماهه),CapCut Pro API — ۱۶۰۰ کردیت (۱ ماهه),CAPCUT-API-1600-1M,1546000,3.73,2918,API/توکن,1600 کردیت,۱ ماهه,,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,آرشیو (غیرفعال) + تغییر عنوان,بالا,,,,در انتظار تأیید
cmty16tzg0179pbg4ao9g9ugf,2016-capcut-pro-۱-ماهه,true-duplicate,3,Capcut Pro (۱ ماهه),CapCut Pro (۱ ماهه) — با گارانتی,CAPCUT-ACC-1M,1244000,3,2016,نامشخص,,۱ ماهه,با گارانتی,غیرفعال,طراحی و گرافیک,ادغام/آرشیو,پایین,1797-capcut-pro-۱-ماهه,1797-capcut-pro-۱-ماهه,,در انتظار تأیید
cmty16tzm017bpbg4d2e2fhuf,2958-capcut-pro-۱-ماهه,true-duplicate,3,Capcut Pro (۱ ماهه),CapCut Pro (۱ ماهه) — با گارانتی,CAPCUT-ACC-1M,1177000,2.84,2958,نامشخص,,۱ ماهه,با گارانتی,غیرفعال,طراحی و گرافیک,ادغام/آرشیو,پایین,1797-capcut-pro-۱-ماهه,1797-capcut-pro-۱-ماهه,,در انتظار تأیید
cmty16tzz017fpbg4dfwsvr0v,2870-capcut-pro-7-day,true-duplicate,2,Capcut Pro 7-day,CapCut Pro — با گارانتی,CAPCUT-ACC-M,282000,0.61,2870,نامشخص,,,با گارانتی,غیرفعال,طراحی و گرافیک,ادغام/آرشیو,پایین,3319-capcut-pro-7-day-full-warranty,3319-capcut-pro-7-day-full-warranty,,در انتظار تأیید
cmty16u0k017npbg4bvw62z2v,2366-capcut-pro-team-۱-ماهه,similar-title-family,7,CapCut Pro Team (۱ ماهه),CapCut Pro (۱ ماهه) — با گارانتی,CAPCUT-ACC-1M,1484000,3.58,2366,نامشخص,,۱ ماهه,با گارانتی,غیرفعال,طراحی و گرافیک,بررسی دستی (عنوان),پایین,,,,نیازمند بررسی
cmty16u0p017ppbg4l1pslr6i,2367-capcut-pro-team-۳-ماهه,true-duplicate,2,CapCut Pro Team (۳ ماهه),CapCut Pro (۳ ماهه) — با گارانتی,CAPCUT-ACC-3M,3126000,8.48,2367,نامشخص,,۳ ماهه,با گارانتی,غیرفعال,طراحی و گرافیک,ادغام/آرشیو,پایین,2413-capcut-pro-team-۳-ماهه,2413-capcut-pro-team-۳-ماهه,,در انتظار تأیید
cmty16u0u017rpbg46oi0rlve,136-capcut-pro-team-۳۰-روزه,similar-title-family,7,Capcut Pro Team (۳۰ روزه),CapCut Pro (۱ ماهه),CAPCUT-ACC-1M,1050000,2.53,136,نامشخص,,۱ ماهه,,غیرفعال,طراحی و گرافیک,بررسی دستی (عنوان),پایین,,,,نیازمند بررسی
cmty16u0z017tpbg4yzmdm92o,3668-chatgpt-business-slot-can-be-extended,similar-title-family,26,ChatGPT Business Slot - Can be extended,ChatGPT,CHATGPT-ACC-M,6637000,20.58,3668,نامشخص,,,,غیرفعال,هوش مصنوعی,بررسی دستی (عنوان),پایین,,,,نیازمند بررسی
cmty16u1g0181pbg4kgm03jz4,3576-chatgpt-plus-۱-ماهه,true-duplicate,2,اکانت چت‌جی‌پی‌تی پلاس ۱ ماهه (ChatGPT Plus) | تحویل فوری,ChatGPT اکانت (۱ ماهه) — با گارانتی,CHATGPT-ACC-1M,6572000,19.03,3576,اکانت,,۱ ماهه,با گارانتی,غیرفعال,هوش مصنوعی,نگهداشتن (مبنا),بالا,3576-chatgpt-plus-۱-ماهه,,,در انتظار تأیید
cmty16u1l0183pbg4qkavs2sy,3656-chatgpt-plus-۱-ماهه,true-duplicate,2,ChatGPT Plus (۱ ماهه),ChatGPT (۱ ماهه) — با گارانتی,CHATGPT-ACC-1M,6123000,17.73,3656,نامشخص,,۱ ماهه,با گارانتی,غیرفعال,هوش مصنوعی,ادغام/آرشیو,پایین,3576-chatgpt-plus-۱-ماهه,3576-chatgpt-plus-۱-ماهه,,در انتظار تأیید
cmty16u1p0185pbg4nqsl46w4,3503-chatgpt-plus-۱-روزه,misleading-title,2,ChatGPT Plus (۱ روزه),ChatGPT (۱ ماهه) — با گارانتی,CHATGPT-ACC-1M,3017000,8.19,3503,نامشخص,,۱ ماهه,با گارانتی,غیرفعال,هوش مصنوعی,بررسی دستی (عنوان),پایین,,,,نیازمند بررسی
cmty16u1u0187pbg4ib1ec2ql,3020-chatgpt-plus-۳۰-روزه,similar-title-family,8,ChatGPT Plus (۳۰ روزه),ChatGPT (۱ ماهه) — بدون گارانتی,CHATGPT-ACC-1M-NOWAR,3159000,8.57,3020,نامشخص,,۱ ماهه,بدون گارانتی,غیرفعال,هوش مصنوعی,بررسی دستی (عنوان),پایین,,,,نیازمند بررسی
cmty16u23018bpbg4gcgmsebc,3461-chatgpt-plus-۱-روزه,misleading-title,2,ChatGPT Plus (۱ روزه),ChatGPT (۱ ماهه) — با گارانتی,CHATGPT-ACC-1M,3360000,9.12,3461,نامشخص,,۱ ماهه,با گارانتی,غیرفعال,هوش مصنوعی,بررسی دستی (عنوان),پایین,,,,نیازمند بررسی
cmty16u28018dpbg4xqtgzgq7,1815-chatgpt-pro-x5-۱-ماهه,similar-title-family,8,ChatGPT Pro x5 (۱ ماهه),ChatGPT (۱ ماهه) — با گارانتی,CHATGPT-ACC-1M,26983000,93.77,1815,نامشخص,,۱ ماهه,با گارانتی,غیرفعال,هوش مصنوعی,بررسی دستی (عنوان),پایین,,,,نیازمند بررسی
cmty16u2d018fpbg4uy7hgv8m,2380-claude-pro-۱-ماهه,misleading-title,2,Claude Pro (۱ ماهه),Claude Pro API — ۱۰۰$ (۱ ماهه) — با گارانتی,CLAUDE-API-100USD-1M,3806000,11.02,2380,API/توکن,100$,۱ ماهه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,آرشیو (غیرفعال) + تغییر عنوان,بالا,,,,در انتظار تأیید
cmty16u2i018hpbg43vopdcw8,3245-claude-pro-۷-روزه,true-duplicate,2,Claude Pro (۷ روزه),Claude Pro (۷ روزه) — با گارانتی,CLAUDE-ACC-7D,4186000,12.12,3245,نامشخص,,۷ روزه,با گارانتی,غیرفعال,هوش مصنوعی,ادغام/آرشیو,پایین,3260-claude-pro-۷-روزه,3260-claude-pro-۷-روزه,,در انتظار تأیید
cmty16u2o018jpbg40i9sxbo7,3260-claude-pro-۷-روزه,true-duplicate,2,Claude Pro (۷ روزه),Claude Pro (۷ روزه) — با گارانتی,CLAUDE-ACC-7D,3719000,10.77,3260,نامشخص,,۷ روزه,با گارانتی,غیرفعال,هوش مصنوعی,نگهداشتن (مبنا),پایین,3260-claude-pro-۷-روزه,,,در انتظار تأیید
cmty16u33018ppbg4o9n0f1o0,2088-cursor-pro-۱-ساله,true-duplicate,2,Cursor Pro (۱ ساله),Cursor Pro (۱ ساله),CURSOR-ACC-1M,31229000,113.05,2088,نامشخص,,۱ ساله,,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,ادغام/آرشیو,پایین,2916-cursor-pro-۱-ساله,2916-cursor-pro-۱-ساله,,در انتظار تأیید
cmty16u3a018rpbg4bt8npxbl,3269-cursor-ultra-7d-۱-ماهه,similar-title-family,5,Cursor Ultra (7D) (۱ ماهه),Cursor Pro (۱ ماهه) — با گارانتی,CURSOR-ACC-1M,39163000,141.77,3269,نامشخص,,۱ ماهه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,بررسی دستی (عنوان),پایین,,,,نیازمند بررسی
cmty16u3k018vpbg4qllo9bk3,3534-duolingo-max-۱-ساله,true-duplicate,2,Duolingo Max (۱ ساله),— (۱ ساله) — با گارانتی,ITEM-ACC-1M,8148000,25.28,3534,نامشخص,,۱ ساله,با گارانتی,فعال,نرم‌افزار و بهره‌وری,نگهداشتن (مبنا),پایین,3534-duolingo-max-۱-ساله,,,در انتظار تأیید
cmty16u3p018xpbg4woeq08zh,4346-duolingo-max-۱-ساله,true-duplicate,2,Duolingo Max (۱ ساله),— (۱ ساله) — با گارانتی,ITEM-ACC-1M,8153000,25.28,4346,نامشخص,,۱ ساله,با گارانتی,غیرفعال,نرم‌افزار و بهره‌وری,ادغام/آرشیو,پایین,3534-duolingo-max-۱-ساله,3534-duolingo-max-۱-ساله,,در انتظار تأیید
cmty16u3u018zpbg42blf0qyz,3532-duolingo-max-۳-ماهه,true-duplicate,2,Duolingo Max (۳ ماهه),— (۳ ماهه) — با گارانتی,ITEM-ACC-3M,3481000,10.08,3532,نامشخص,,۳ ماهه,با گارانتی,فعال,نرم‌افزار و بهره‌وری,نگهداشتن (مبنا),پایین,3532-duolingo-max-۳-ماهه,,,در انتظار تأیید
cmty16u3z0191pbg48p90vfhm,4344-duolingo-max-۳-ماهه,true-duplicate,2,Duolingo Max (۳ ماهه),— (۳ ماهه) — با گارانتی,ITEM-ACC-3M,3483000,10.08,4344,نامشخص,,۳ ماهه,با گارانتی,غیرفعال,نرم‌افزار و بهره‌وری,ادغام/آرشیو,پایین,3532-duolingo-max-۳-ماهه,3532-duolingo-max-۳-ماهه,,در انتظار تأیید
cmty16u4p019bpbg4fzokgzzq,2754-netflix-4k-ultra-hd-۱-روزه,true-duplicate,2,اشتراک نتفلیکس پرمیوم 4K Ultra HD (۱ روزه اختصاصی),Netflix 4K Ultra HD (۱ ماهه) — با گارانتی,NETFLIX-ACC-1M,1658000,4,2754,نامشخص,,۱ ماهه,با گارانتی,غیرفعال,استریم و سرگرمی,ادغام/آرشیو,پایین,1433-netflix-4k-ultra-hd-۱-روزه,1433-netflix-4k-ultra-hd-۱-روزه,,در انتظار تأیید
cmty16u4u019dpbg4xwfae3fr,1433-netflix-4k-ultra-hd-۱-روزه,true-duplicate,2,اشتراک نتفلیکس پرمیوم 4K Ultra HD (۱ روزه اختصاصی),Netflix 4K Ultra HD (۱ ماهه) — با گارانتی,NETFLIX-ACC-1M,1339000,3.23,1433,نامشخص,,۱ ماهه,با گارانتی,غیرفعال,استریم و سرگرمی,نگهداشتن (مبنا),پایین,1433-netflix-4k-ultra-hd-۱-روزه,,,در انتظار تأیید
cmty16u4y019fpbg4bs4llmvc,594-netflix-4k-ultra-hd-۱-ماهه,true-duplicate+misleading-title,2,اشتراک نتفلیکس پرمیوم 4K Ultra HD (۱ ماهه اختصاصی),Netflix 4K Ultra HD (۱ ماهه) — با گارانتی,NETFLIX-ACC-1M,2969000,8.06,594,نامشخص,,۱ ماهه,با گارانتی,غیرفعال,استریم و سرگرمی,ادغام/آرشیو,پایین,2082-netflix-4k-ultra-hd-۱-ماهه,2082-netflix-4k-ultra-hd-۱-ماهه,,در انتظار تأیید
cmty16u53019hpbg4dewort8i,2082-netflix-4k-ultra-hd-۱-ماهه,true-duplicate+misleading-title,2,اشتراک نتفلیکس پرمیوم 4K Ultra HD (۱ ماهه اختصاصی),Netflix 4K Ultra HD (۱ ماهه) — با گارانتی,NETFLIX-ACC-1M,2785000,7.56,2082,نامشخص,,۱ ماهه,با گارانتی,غیرفعال,استریم و سرگرمی,نگهداشتن (مبنا),پایین,2082-netflix-4k-ultra-hd-۱-ماهه,,,در انتظار تأیید
cmty16u58019jpbg4k11ztzz6,1167-figma-pro-۱-ساله,true-duplicate,3,Figma Pro (۱ ساله),— (۱ ساله) — با گارانتی,ITEM-ACC-1M,3833000,11.1,1167,نامشخص,,۱ ساله,با گارانتی,غیرفعال,طراحی و گرافیک,ادغام/آرشیو,پایین,3997-figma-pro-۱-ساله,3997-figma-pro-۱-ساله,,در انتظار تأیید
cmty16u5d019lpbg4shgk9t22,2388-figma-pro-۱-ساله,true-duplicate,3,Figma Pro (۱ ساله),— (۱ ساله) — با گارانتی,ITEM-ACC-1M,3574000,10.35,2388,نامشخص,,۱ ساله,با گارانتی,غیرفعال,طراحی و گرافیک,ادغام/آرشیو,پایین,3997-figma-pro-۱-ساله,3997-figma-pro-۱-ساله,,در انتظار تأیید
cmty16u61019tpbg4rbvtu6mf,3268-genspark-10k-credit-۱-ماهه,true-duplicate,4,GenSpark 10k credit (۱ ماهه),Genspark API — ۱۰K کردیت (۱ ماهه) — با گارانتی,GENSPARK-API-10K-1M,3481000,10.08,3268,API/توکن,10K کردیت,۱ ماهه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,ادغام/آرشیو,بالا,410-genspark-10k-credit-1-month-warranty-24h,410-genspark-10k-credit-1-month-warranty-24h,,در انتظار تأیید
cmty16u66019vpbg4aaty3740,3297-genspark-10k-credit-۱-ماهه,true-duplicate,4,GenSpark 10k credit (۱ ماهه),Genspark API — ۱۰K کردیت (۱ ماهه) — با گارانتی,GENSPARK-API-10K-1M,1868000,5.07,3297,API/توکن,10K کردیت,۱ ماهه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,ادغام/آرشیو,بالا,410-genspark-10k-credit-1-month-warranty-24h,410-genspark-10k-credit-1-month-warranty-24h,,در انتظار تأیید
cmty16u6e019xpbg4n214w0fn,3339-genspark-10k-credit-۱-ماهه,true-duplicate,4,GenSpark 10k credit (۱ ماهه),Genspark API — ۱۰K کردیت (۱ ماهه) — با گارانتی,GENSPARK-API-10K-1M,2413000,6.55,3339,API/توکن,10K کردیت,۱ ماهه,با گارانتی,غیرفعال,ابزارهای توسعه و برنامه‌نویسی,ادغام/آرشیو,بالا,410-genspark-10k-credit-1-month-warranty-24h,410-genspark-10k-credit-1-month-warranty-24h,,در انتظار تأیید
